Date,GARCH_vol,EGARCH_vol
2015-01-05,1.1682825649290716,1.1641890763286828
2015-01-06,1.1085418341531694,1.109569446778327
2015-01-07,1.4464186776891657,1.4842802860234776
2015-01-08,1.369783136480781,1.413077289619127
2015-01-09,1.3550264069450082,1.3505236078462135
2015-01-12,1.2941626266928254,1.2734282953253553
2015-01-13,1.2297379172742187,1.1975867252151426
2015-01-14,1.180638526742748,1.1909297411369362
2015-01-15,1.1231322643563646,1.1488067971959388
2015-01-16,1.332841097248433,1.1533985013326185
2015-01-19,1.2598447408035287,1.0801983292724529
2015-01-20,1.1991777833961212,1.0240531025789348
2015-01-21,1.2626093442454167,1.0150812837134005
2015-01-22,1.1976837462038021,0.9608366960828908
2015-01-23,1.1386630103264328,0.9128832283086399
2015-01-27,1.1127770425721581,0.885772772344989
2015-01-28,1.0940702356701852,0.8628894198350466
2015-01-29,1.0378395345924456,0.8212022135736603
2015-01-30,0.9912710636341965,0.7859046889363694
2015-02-02,1.0903683754971294,0.9797192838844397
2015-02-03,1.0373592687423794,0.9479064872965466
2015-02-04,0.9962072765107235,0.9453660334484791
2015-02-05,0.9577529730189046,0.9410638105661474
2015-02-06,0.912589726598466,0.9010058654752522
2015-02-09,0.8845314428616667,0.9081584111130174
2015-02-10,1.0111026419988338,1.0899834258701613
2015-02-11,0.9681158605286204,1.031576007188512
2015-02-12,0.937318129546266,0.9839739581444337
2015-02-13,0.9337905489371824,0.9506755505238507
2015-02-16,0.935957971129081,0.922171177409844
2015-02-18,0.8911439237437149,0.8696082710277768
2015-02-19,0.8677618816461815,0.836816342110421
2015-02-20,0.8381801572846518,0.8023120361941352
2015-02-23,0.8433467749774464,0.8614258933860396
2015-02-24,0.8575148204663964,0.9274444690489978
2015-02-25,0.8184437328799897,0.8732303971410967
2015-02-26,0.7825019381599186,0.8244573169147934
2015-02-27,0.807955192150015,0.8975351441258874
2015-03-02,0.9154734324309016,0.8940030089647614
2015-03-03,0.9030006868883159,0.8647809192975956
2015-03-04,0.8690806719400033,0.8269829560002135
2015-03-05,0.8645303234066148,0.8750409016755641
2015-03-09,0.8265213591902649,0.8294439939926491
2015-03-10,1.0339158835418891,1.077659240717926
