Date,NSEI,BSESN,INDIAVIX
2021-01-05,14199.5,48437.78125,20.459999084472656
2021-01-06,14146.25,48174.05859375,21.0
2021-01-07,14137.349609375,48093.3203125,20.6200008392334
2021-01-08,14347.25,48782.51171875,20.639999389648438
2021-01-11,14484.75,49269.3203125,22.3799991607666
2021-01-12,14563.4501953125,49517.109375,22.850000381469727
2021-01-13,14564.849609375,49492.3203125,23.290000915527344
2021-01-14,14595.599609375,49584.16015625,23.030000686645508
2021-01-15,14433.7001953125,49034.671875,24.010000228881836
2021-01-18,14281.2998046875,48564.26953125,24.399999618530273
2021-01-19,14521.150390625,49398.2890625,22.899999618530273
2021-01-20,14644.7001953125,49792.12109375,21.549999237060547
2021-01-21,14590.349609375,49624.76171875,22.18000030517578
2021-01-25,14238.900390625,48347.58984375,23.25
2021-01-27,13967.5,47409.9296875,24.389999389648438
2021-01-28,13817.5498046875,46874.359375,24.290000915527344
2021-01-29,13634.599609375,46285.76953125,25.34000015258789
2021-02-01,14281.2001953125,48600.609375,23.31999969482422
2021-02-02,14647.849609375,49797.71875,23.350000381469727
2021-02-03,14789.9501953125,50255.75,23.75
2021-02-04,14895.650390625,50614.2890625,23.1200008392334
2021-02-05,14924.25,50731.62890625,23.420000076293945
2021-02-08,15115.7998046875,51348.76953125,23.959999084472656
2021-02-09,15109.2998046875,51329.078125,24.270000457763672
2021-02-10,15106.5,51309.390625,23.950000762939453
2021-02-11,15173.2998046875,51531.51953125,23.049999237060547
2021-02-12,15163.2998046875,51544.30078125,22.040000915527344
2021-02-16,15313.4501953125,52104.171875,21.780000686645508
2021-02-18,15118.9501953125,51324.69140625,21.540000915527344
2021-02-19,14981.75,50889.76171875,22.25
2021-02-22,14675.7001953125,49744.3203125,25.469999313354492
2021-02-23,14707.7998046875,49751.41015625,25.229999542236328
2021-02-24,14982.0,50781.69140625,24.170000076293945
2021-02-25,15097.349609375,51039.30859375,22.889999389648438
2021-02-26,14529.150390625,49099.98828125,28.139999389648438
2021-03-01,14761.5498046875,49849.83984375,25.6299991607666
2021-03-02,14919.099609375,50296.890625,23.610000610351562
2021-03-03,15245.599609375,51444.6484375,22.09000015258789
2021-03-04,15080.75,50846.078125,24.149999618530273
2021-03-05,14938.099609375,50405.3203125,25.559999465942383
2021-03-08,14956.2001953125,50441.0703125,24.68000030517578
2021-03-09,15098.400390625,51025.48046875,22.5
2021-03-10,15174.7998046875,51279.51171875,20.75
2021-03-12,15030.9501953125,50792.078125,21.709999084472656
2021-03-15,14929.5,50395.078125,21.229999542236328
2021-03-16,14910.4501953125,50363.9609375,20.190000534057617
2021-03-17,14721.2998046875,49801.62109375,20.15999984741211
2021-03-18,14557.849609375,49216.51953125,20.079999923706055
2021-03-19,14744.0,49858.23828125,19.989999771118164
2021-03-22,14736.400390625,49771.2890625,20.489999771118164
2021-03-23,14814.75,50051.44140625,20.670000076293945
2021-03-24,14549.400390625,49180.30859375,22.459999084472656
2021-03-25,14324.900390625,48440.12109375,22.700000762939453
2021-03-26,14507.2998046875,49008.5,20.649999618530273
2021-03-30,14845.099609375,50136.578125,20.489999771118164
2021-03-31,14690.7001953125,49509.1484375,20.649999618530273
2021-04-01,14867.349609375,50029.828125,19.989999771118164
2021-04-05,14637.7998046875,49159.3203125,21.219999313354492
2021-04-06,14683.5,49201.390625,20.84000015258789
2021-04-07,14819.0498046875,49661.76171875,20.25
2021-04-08,14873.7998046875,49746.2109375,20.309999465942383
2021-04-09,14834.849609375,49591.3203125,19.790000915527344
2021-04-12,14310.7998046875,47883.37890625,23.0
2021-04-13,14504.7998046875,48544.05859375,20.459999084472656
2021-04-15,14581.4501953125,48803.6796875,20.889999389648438
2021-04-16,14617.849609375,48832.03125,20.399999618530273
2021-04-19,14359.4501953125,47949.421875,22.489999771118164
2021-04-20,14296.400390625,47705.80078125,22.43000030517578
2021-04-22,14406.150390625,48080.671875,23.030000686645508
2021-04-23,14341.349609375,47878.44921875,22.690000534057617
2021-04-26,14485.0,48386.51171875,23.5
2021-04-27,14653.0498046875,48944.140625,23.079999923706055
2021-04-28,14864.5498046875,49733.83984375,22.579999923706055
2021-04-29,14894.900390625,49765.94140625,23.309999465942383
2021-04-30,14631.099609375,48782.359375,23.030000686645508
2021-05-03,14634.150390625,48718.51953125,23.690000534057617
2021-05-04,14496.5,48253.51171875,23.010000228881836
2021-05-06,14724.7998046875,48949.76171875,22.040000915527344
2021-05-10,14942.349609375,49502.41015625,20.229999542236328
2021-05-12,14696.5,48690.80078125,20.079999923706055
2021-05-14,14677.7998046875,48732.55078125,20.270000457763672
2021-05-17,14923.150390625,49580.73046875,19.610000610351562
2021-05-18,15108.099609375,50193.328125,19.239999771118164
2021-05-19,15030.150390625,49902.640625,19.31999969482422
2021-05-21,15175.2998046875,50540.48046875,19.079999923706055
2021-05-24,15197.7001953125,50651.8984375,19.1299991607666
2021-05-26,15301.4501953125,51017.51953125,20.8700008392334
2021-05-27,15337.849609375,51115.21875,19.90999984741211
2021-05-28,15435.650390625,51422.87890625,17.399999618530273
2021-06-01,15574.849609375,51934.87890625,17.389999389648438
2021-06-02,15576.2001953125,51849.48046875,17.209999084472656
2021-06-03,15690.349609375,52232.4296875,15.75
2021-06-04,15670.25,52100.05078125,15.9399995803833
2021-06-07,15751.650390625,52328.51171875,15.569999694824219
2021-06-08,15740.099609375,52275.5703125,15.229999542236328
